Profile Name,Sent Utc Ts,Message Name,Channel,Country Iso Code,Account Locale,Email Locale,Title Name,Email Domain Name,Link Url,Click Utc Ts,Device Model,Click Cnt
Marcus,2023-08-10 11:20:17,Borrower Resolution Interstitial,ALERTS,GB,,,,GMAIL.COM,,,--,0
Marcus,2023-08-09 08:56:42,Borrower Resolution Interstitial,ALERTS,GB,,,,GMAIL.COM,,,--,0
Marcus,2023-08-08 09:39:53,Borrower Resolution Interstitial,ALERTS,GB,,,,GMAIL.COM,,,--,0
Marcus,2023-08-06 11:21:27,Multichannel Coming Soon,NOTIFICATIONS,GB,,,Derry Girls,GMAIL.COM,,,--,0
Marcus,2023-08-06 11:21:27,Multichannel Coming Soon,PUSH,GB,en-GB,en-GB,Derry Girls,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-08-05 16:22:30,Multichannel Launch,NOTIFICATIONS,GB,,,Fisk,GMAIL.COM,,,--,0
Marcus,2023-08-05 16:22:30,Multichannel Launch,PUSH,GB,en-GB,en-GB,Fisk,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-08-03 15:33:37,Multichannel Launch,PUSH,GB,en-GB,en-GB,The Lincoln Lawyer,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-08-03 15:33:37,Multichannel Launch,PUSH,GB,en-GB,en-GB,The Lincoln Lawyer,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-08-03 15:33:36,Multichannel Launch,NOTIFICATIONS,GB,,,The Lincoln Lawyer,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-08-01 16:16:29,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,The Lincoln Lawyer,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-08-01 16:16:29,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,The Lincoln Lawyer,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-08-01 16:16:28,Multichannel Prepromote,NOTIFICATIONS,GB,,,The Lincoln Lawyer,GMAIL.COM,,,--,0
Marcus,2023-07-30 11:00:26,Multichannel Coming Soon,PUSH,GB,en-GB,en-GB,The Lincoln Lawyer,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-07-30 11:00:26,Multichannel Coming Soon,PUSH,GB,en-GB,en-GB,The Lincoln Lawyer,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-07-30 11:00:26,Multichannel Coming Soon,NOTIFICATIONS,GB,,,The Lincoln Lawyer,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-07-28 12:14:18,Multichannel Launch,PUSH,GB,en-GB,en-GB,Witness Number 3,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-07-28 12:14:18,Multichannel Launch,NOTIFICATIONS,GB,,,Witness Number 3,GMAIL.COM,,,--,0
Marcus,2023-07-28 12:14:18,Multichannel Launch,PUSH,GB,en-GB,en-GB,Witness Number 3,GMAIL.COM,,,--,0
Marcus,2023-07-27 16:02:22,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,Tri Am the Movie,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-07-27 16:02:22,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,Tri Am the Movie,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-07-27 16:02:22,Multichannel Prepromote,NOTIFICATIONS,GB,,,Tri Am the Movie,GMAIL.COM,,,--,0
Marcus,2023-07-25 15:09:47,Borrower Resolution Interstitial,ALERTS,GB,,,,GMAIL.COM,,,--,0
Marcus,2023-07-24 11:34:31,Borrower Resolution Interstitial,ALERTS,GB,,,,GMAIL.COM,,,--,0
Marcus,2023-07-21 16:38:10,Multichannel Launch,PUSH,GB,en-GB,en-GB,The Commuter,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-07-21 16:38:10,Multichannel Launch,PUSH,GB,en-GB,en-GB,The Commuter,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-07-21 16:38:09,Multichannel Launch,NOTIFICATIONS,GB,,,The Commuter,GMAIL.COM,,,--,0
Marcus,2023-07-18 15:22:59,Multichannel Coming Soon,PUSH,GB,en-GB,en-GB,How to Blow Up a Pipeline,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-07-18 15:22:59,Multichannel Coming Soon,PUSH,GB,en-GB,en-GB,How to Blow Up a Pipeline,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-07-18 15:22:50,Multichannel Coming Soon,NOTIFICATIONS,GB,,,How to Blow Up a Pipeline,GMAIL.COM,,,--,0
Marcus,2023-07-16 16:06:06,Multichannel Continue Watching,PUSH,GB,en-GB,en-GB,Catch the Fair One,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-07-16 16:06:06,Multichannel Continue Watching,NOTIFICATIONS,GB,,,Catch the Fair One,GMAIL.COM,,,--,0
Marcus,2023-07-16 16:06:06,Multichannel Continue Watching,PUSH,GB,en-GB,en-GB,Catch the Fair One,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-07-11 17:05:44,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,Survival of the Thickest,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-07-11 17:05:38,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,Survival of the Thickest,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-07-11 17:05:33,Multichannel Prepromote,NOTIFICATIONS,GB,,,Survival of the Thickest,GMAIL.COM,,,--,0
Marcus,2023-07-09 14:26:25,Multichannel Launch,PUSH,GB,en-GB,en-GB,The Out-Laws,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-07-09 13:09:19,Multichannel Launch,PUSH,GB,en-GB,en-GB,The Out-Laws,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-07-09 12:32:21,Multichannel Launch,NOTIFICATIONS,GB,,,The Out-Laws,GMAIL.COM,,,--,0
Marcus,2023-07-07 14:38:11,Multichannel Continue Watching,PUSH,GB,en-GB,en-GB,Black Mirror,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-07-07 14:38:11,Multichannel Continue Watching,NOTIFICATIONS,GB,,,Black Mirror,GMAIL.COM,,,--,0
Marcus,2023-07-07 14:38:11,Multichannel Continue Watching,PUSH,GB,en-GB,en-GB,Black Mirror,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-07-06 14:57:28,Multichannel Launch,PUSH,GB,en-GB,en-GB,The Lincoln Lawyer,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-07-06 14:57:28,Multichannel Launch,NOTIFICATIONS,GB,,,The Lincoln Lawyer,GMAIL.COM,,,--,0
Marcus,2023-07-06 14:57:28,Multichannel Launch,PUSH,GB,en-GB,en-GB,The Lincoln Lawyer,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-07-05 11:16:36,Multichannel Launch,NOTIFICATIONS,GB,,,WHAM!,GMAIL.COM,,,--,0
Marcus,2023-07-04 16:12:12,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,The Lincoln Lawyer,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-07-04 16:12:12,Multichannel Prepromote,NOTIFICATIONS,GB,,,The Lincoln Lawyer,GMAIL.COM,,,--,0
Marcus,2023-07-04 16:12:12,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,The Lincoln Lawyer,GMAIL.COM,,,--,0
Marcus,2023-07-01 11:42:44,Multichannel Launch,PUSH,GB,en-GB,en-GB,10x10,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-07-01 11:42:41,Multichannel Launch,PUSH,GB,en-GB,en-GB,10x10,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-07-01 11:42:30,Multichannel Launch,NOTIFICATIONS,GB,,,10x10,GMAIL.COM,,,--,0
Marcus,2023-06-29 11:42:27,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,Manifest,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-06-29 11:42:27,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,Manifest,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-06-29 11:42:26,Multichannel Prepromote,NOTIFICATIONS,GB,,,Manifest,GMAIL.COM,,,--,0
Marcus,2023-06-29 11:02:06,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Run Rabbit Run,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-06-29 11:00:46,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Run Rabbit Run,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-06-28 11:56:39,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Run Rabbit Run,GMAIL.COM,,,--,0
Marcus,2023-06-26 18:39:49,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,Run Rabbit Run,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-06-26 18:28:06,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,Run Rabbit Run,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-06-26 12:42:21,Multichannel Prepromote,NOTIFICATIONS,GB,,,Run Rabbit Run,GMAIL.COM,,,--,0
Marcus,2023-06-24 11:58:11,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Perfect Find,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-06-24 11:58:10,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Perfect Find,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-06-24 00:45:16,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Perfect Find,GMAIL.COM,,,--,0
Marcus,2023-06-23 11:33:22,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Come Home,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-06-23 11:33:22,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Come Home,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-06-23 00:47:39,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Come Home,GMAIL.COM,,,--,0
Marcus,2023-06-16 15:52:09,Inapp New Season Alert,NOTIFICATIONS,GB,en-GB,,Black Mirror,GMAIL.COM,,,--,0
Marcus,2023-06-16 12:23:25,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Angela Black,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-06-16 12:23:25,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Angela Black,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-06-16 01:03:24,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Angela Black,GMAIL.COM,,,--,0
Marcus,2023-06-09 14:56:17,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,Paw Patrol: The Movie,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-06-09 14:56:17,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,Paw Patrol: The Movie,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-06-09 14:56:13,Multichannel Prepromote,NOTIFICATIONS,GB,,,Paw Patrol: The Movie,GMAIL.COM,,,--,0
Marcus,2023-06-09 11:03:59,Multichannel What To Watch,PUSH,GB,en-GB,en-GB,Arnold,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-06-09 11:03:59,Multichannel What To Watch,PUSH,GB,en-GB,en-GB,Arnold,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-06-09 11:03:55,Multichannel What To Watch,NOTIFICATIONS,GB,,,Arnold,GMAIL.COM,,,--,0
Marcus,2023-06-05 11:09:31,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Collide,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-06-05 11:09:30,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Collide,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-06-05 01:12:29,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Collide,GMAIL.COM,,,--,0
Marcus,2023-05-31 12:46:26,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Don't Breathe 2,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-05-31 12:46:26,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Don't Breathe 2,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-05-31 00:09:04,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Don't Breathe 2,GMAIL.COM,,,--,0
Marcus,2023-05-30 16:34:30,Multichannel Coming Soon,PUSH,GB,en-GB,en-GB,Killing Eve,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-05-30 16:34:29,Multichannel Coming Soon,PUSH,GB,en-GB,en-GB,Killing Eve,GMAIL.COM,,,APPLE_iPad12-1,0
Marcus,2023-05-30 16:34:29,Multichannel Coming Soon,NOTIFICATIONS,GB,,,Killing Eve,GMAIL.COM,,,--,0
Marcus,2023-05-29 22:31:32,New Device Login,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,--,0
Marcus,2023-05-29 15:27:38,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,Fake Profile,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-05-29 15:27:19,Multichannel Prepromote,NOTIFICATIONS,GB,,,Fake Profile,GMAIL.COM,,,--,0
Marcus,2023-05-26 12:22:17,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,FUBAR,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-05-26 00:13:08,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,FUBAR,GMAIL.COM,,,--,0
Marcus,2023-05-25 19:25:34,Set Or Update Primary Home Confirmation Email,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,https://www.netflix.com/ManageAccountAccess?g=a8fd09b7-3b26-4c50-bb3d-0c0417e1a82f&lkid=URL_MANAGE_ACCOUNT_ACCESS&lnktrk=EVO&nftoken=BQAbAAEBEOEmO%2Fewniy7ppWHMT01WYqAoKlIUxHJFkattKow7nlZoYYPCvImqzeujLB%2F2wCiEBVc0PeWKO%2Bxr49FnAXMn5RSIqmXUaJeuHHFr1KflWxyy2YbzdYrQuSCTLyw7SKfpURjJWvIAVmmJ%2FLS7gnomk1p%2BiCtJ7c54nggMoc%2FJFL3HrnZhltoOj4p%2B5tzA3ymDU4DevmbNHCZlvkGt3sv2gEPJ0kz%2Fmb7bysxcNWqZekPDiU%3D,2023-05-26 00:31:49,--,1
Marcus,2023-05-24 19:54:20,Set Primary Home Announcement Email,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,--,0
Marcus,2023-05-24 19:52:52,Set Primary Home Announcement Interstitial,ALERTS,GB,,,,GMAIL.COM,,2023-05-25 19:25:17,Amazon_AFTSSS,1
Marcus,2023-05-23 12:08:31,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,FUBAR,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-05-23 12:08:30,Multichannel Prepromote,NOTIFICATIONS,GB,,,FUBAR,GMAIL.COM,,,--,0
Marcus,2023-05-22 12:11:45,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,Mother's Day,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-05-22 12:11:45,Multichannel Prepromote,NOTIFICATIONS,GB,,,Mother's Day,GMAIL.COM,,,--,0
Marcus,2023-05-21 12:33:29,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Inside Man,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-05-21 00:04:26,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Inside Man,GMAIL.COM,,,--,0
Marcus,2023-05-19 11:19:11,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Faithfully Yours,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-05-19 00:27:52,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Faithfully Yours,GMAIL.COM,,,--,0
Marcus,2023-05-12 12:42:59,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Mother,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-05-12 12:42:59,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Mother,GMAIL.COM,,,--,0
Marcus,2023-05-09 11:36:25,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Subtle Art of Not Giving a F*ck,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-05-09 00:39:48,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Subtle Art of Not Giving a F*ck,GMAIL.COM,,,--,0
Marcus,2023-05-07 17:48:04,Multichannel Prepromote,NOTIFICATIONS,GB,,,The Subtle Art of Not Giving a F*ck,GMAIL.COM,,,--,0
Marcus,2023-05-07 17:48:04,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,The Subtle Art of Not Giving a F*ck,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-05-05 12:45:07,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Heatwave,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-05-05 01:34:33,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Heatwave,GMAIL.COM,,,--,0
Marcus,2023-05-02 15:19:55,Multichannel Continue Watching,PUSH,GB,en-GB,en-GB,The Diplomat,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-05-02 15:19:00,Multichannel Continue Watching,NOTIFICATIONS,GB,,,The Diplomat,GMAIL.COM,,,--,0
Marcus,2023-05-01 11:14:28,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,AKA,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-05-01 11:08:13,PUSH_NEW_SEASON_ALERT,PUSH,GB,en-GB,en-GB,Sweet Tooth,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-05-01 01:34:23,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,AKA,GMAIL.COM,,,--,0
Marcus,2023-04-30 20:09:33,Inapp New Season Alert,NOTIFICATIONS,GB,en-GB,,Sweet Tooth,GMAIL.COM,,,--,0
Marcus,2023-04-30 17:51:21,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,23 Walks,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-30 17:51:21,Multichannel Prepromote,NOTIFICATIONS,GB,,,23 Walks,GMAIL.COM,,,--,0
Marcus,2023-04-28 11:22:33,Multichannel Coming Soon,PUSH,GB,en-GB,en-GB,Heatwave,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-28 11:22:33,Multichannel Coming Soon,NOTIFICATIONS,GB,,,Heatwave,GMAIL.COM,,,--,0
Marcus,2023-04-27 11:30:19,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Nurse,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-27 10:42:29,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Nurse,GMAIL.COM,,,--,0
Marcus,2023-04-26 11:04:10,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Catastrophe,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-26 00:41:28,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Catastrophe,GMAIL.COM,,,--,0
Marcus,2023-04-25 11:14:33,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Rough Diamonds,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-25 01:46:20,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Rough Diamonds,GMAIL.COM,,,--,0
Marcus,2023-04-24 17:09:41,Multichannel Prepromote,PUSH,GB,en-GB,en-GB,Catastrophe,GMAIL.COM,,2023-04-24 17:10:28,APPLE_iPhone9-1,1
Marcus,2023-04-24 17:09:41,Multichannel Prepromote,NOTIFICATIONS,GB,,,Catastrophe,GMAIL.COM,,,--,0
Marcus,2023-04-23 17:40:08,Multichannel Continue Watching,NOTIFICATIONS,GB,,,BEEF,GMAIL.COM,,,--,0
Marcus,2023-04-23 17:40:08,Multichannel Continue Watching,PUSH,GB,en-GB,en-GB,BEEF,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-20 20:40:40,New Device Login,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,--,0
Marcus,2023-04-20 11:15:22,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Diplomat,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-20 09:42:26,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Diplomat,GMAIL.COM,,,--,0
Marcus,2023-04-19 11:27:27,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Sister,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-19 01:57:21,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,The Sister,GMAIL.COM,,,--,0
Marcus,2023-04-16 12:32:25,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Florida Man,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-16 01:54:37,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Florida Man,GMAIL.COM,,,--,0
Marcus,2023-04-15 12:34:01,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Nobody,GMAIL.COM,,,APPLE_iPhone9-1,0
Marcus,2023-04-15 09:20:20,New Device Login,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,--,0
Marcus,2023-04-15 01:29:01,Inapp New Arrivals,NOTIFICATIONS,GB,en-GB,,Nobody,GMAIL.COM,,,--,0
Marcus,2023-04-14 18:14:29,New Device Login,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,--,0
